reg_no | sem | branch_code | subject_code | subject_name | subject_type | credit | old_shown_grade | new_shown_grade | should_be_grade | shown_gp | corrected_gp | delta_points | new_ese | new_ia | new_total | old_result_url | new_result_url
22101107006 | IV | 101 | 101407 | Mechanical Engineering | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 42^ | 14 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107006 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107006&exam_held=December%2F2025
22101107007 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 43^ | 17 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107007 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107007&exam_held=December%2F2025
22101107011 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 36^ | 24 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107011 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107011&exam_held=December%2F2025
22101107013 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 36^ | 24 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107013 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107013&exam_held=December%2F2025
22101107019 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 37^ | 23 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107019 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107019&exam_held=December%2F2025
22101107019 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 38^ | 20 | 58 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107019 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107019&exam_held=December%2F2025
22101107023 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 39^ | 22 | 61 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107023 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107023&exam_held=December%2F2025
22101107023 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 34^ | 21 | 55 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107023 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107023&exam_held=December%2F2025
22101107024 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 42^ | 23 | 65 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107024 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107024&exam_held=December%2F2025
22101107025 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 30^ | 21 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107025 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107025&exam_held=December%2F2025
22101107029 | IV | 101 | 101407 | Mechanical Engineering | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 21 | 55 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107029 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107029&exam_held=December%2F2025
22101107049 | IV | 101 | 101407 | Mechanical Engineering | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 41^ | 23 | 64 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107049 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107049&exam_held=December%2F2025
22101107050 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 37^ | 21 | 58 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101107050 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101107050&exam_held=December%2F2025
22101108007 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 36^ | 26 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108007 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108007&exam_held=December%2F2025
22101108013 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 27^ | 23 | 50 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108013 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108013&exam_held=December%2F2025
22101108014 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 32^ | 23 | 55 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108014 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108014&exam_held=December%2F2025
22101108020 | IV | 101 | 101401 | Civil Engineering - Societal & Global Impact | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 42^ | 25 | 67 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108020 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108020&exam_held=December%2F2025
22101108021 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 28^ | 25 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108021 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108021&exam_held=December%2F2025
22101108026 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 36^ | 26 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108026 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108026&exam_held=December%2F2025
22101108028 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 39^ | 24 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108028 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108028&exam_held=December%2F2025
22101108029 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 39^ | 24 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108029 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108029&exam_held=December%2F2025
22101108033 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 42^ | 24 | 66 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108033&exam_held=December%2F2025
22101108049 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 36^ | 15 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108049 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108049&exam_held=December%2F2025
22101108049 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 30^ | 23 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108049 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108049&exam_held=December%2F2025
22101108049 | IV | 101 | 101407 | Mechanical Engineering | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 44^ | 13 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108049 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108049&exam_held=December%2F2025
22101108049 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 28^ | 24 | 52 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108049 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108049&exam_held=December%2F2025
22101108051 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 30^ | 23 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101108051 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101108051&exam_held=December%2F2025
22101109001 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 31^ | 25 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109001 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109001&exam_held=December%2F2025
22101109001 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | C | B | 7 | 8 | 2.00 | 53^ | 22 | 75 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109001 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109001&exam_held=December%2F2025
22101109003 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 40^ | 23 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109003 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109003&exam_held=December%2F2025
22101109003 | IV | 101 | 101407 | Mechanical Engineering | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 29^ | 23 | 52 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109003 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109003&exam_held=December%2F2025
22101109005 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | C | B | 7 | 8 | 3.00 | 42^ | 28 | 70 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109005 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109005&exam_held=December%2F2025
22101109015 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 24 | 58 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109015 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109015&exam_held=December%2F2025
22101109017 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | C | B | 7 | 8 | 2.00 | 47^ | 25 | 72 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109017 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109017&exam_held=December%2F2025
22101109018 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 37^ | 24 | 61 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109018 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109018&exam_held=December%2F2025
22101109031 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 37^ | 24 | 61 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109031 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109031&exam_held=December%2F2025
22101109032 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 30^ | 27 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109032 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109032&exam_held=December%2F2025
22101109034 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 35^ | 28 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109034 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109034&exam_held=December%2F2025
22101109034 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | C | B | 7 | 8 | 2.00 | 55^ | 23 | 78 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109034 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109034&exam_held=December%2F2025
22101109035 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | C | B | 7 | 8 | 2.00 | 48^ | 22 | 70 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109035 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109035&exam_held=December%2F2025
22101109035 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 43^ | 22 | 65 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109035 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109035&exam_held=December%2F2025
22101109038 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | B | A | 8 | 9 | 2.00 | 56^ | 26 | 82 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109038 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109038&exam_held=December%2F2025
22101109042 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 37^ | 24 | 61 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109042 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109042&exam_held=December%2F2025
22101109047 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 51^ | 18 | 69 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109047 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109047&exam_held=December%2F2025
22101109051 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 36^ | 24 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109051 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109051&exam_held=December%2F2025
22101109052 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | C | B | 7 | 8 | 2.00 | 49^ | 27 | 76 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109052 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109052&exam_held=December%2F2025
22101110015 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 42^ | 22 | 64 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110015 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110015&exam_held=December%2F2025
22101110018 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 35^ | 18 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110018 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110018&exam_held=December%2F2025
22101110018 | IV | 101 | 101407 | Mechanical Engineering | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 40^ | 24 | 64 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110018 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110018&exam_held=December%2F2025
22101110018 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 34^ | 18 | 52 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110018 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110018&exam_held=December%2F2025
22101110019 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 47^ | 19 | 66 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110019 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110019&exam_held=December%2F2025
22101110027 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 39^ | 24 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110027 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110027&exam_held=December%2F2025
22101110028 | IV | 101 | 101407 | Mechanical Engineering | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 34^ | 27 | 61 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110028 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110028&exam_held=December%2F2025
22101110031 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 45^ | 24 | 69 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110031 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110031&exam_held=December%2F2025
22101110042 | IV | 101 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 39^ | 21 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110042 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110042&exam_held=December%2F2025
22101110051 | IV | 101 | 101401 | Civil Engineering - Societal & Global Impact | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 35^ | 23 | 58 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110051 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110051&exam_held=December%2F2025
22101110051 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 13 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110051 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110051&exam_held=December%2F2025
22101110051 | IV | 101 | 101407 | Mechanical Engineering | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 26 | 59 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110051 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110051&exam_held=December%2F2025
22101110052 | IV | 101 | 101408 | Structural Analysis | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 29^ | 24 | 53 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110052 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110052&exam_held=December%2F2025
22101110053 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 35^ | 19 | 54 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110053 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110053&exam_held=December%2F2025
22101110054 | IV | 101 | 101402 | Disaster Preparedness & Planning | theory | THEORY_100 | 2.00 | F | D | C | 6 | 7 | 2.00 | 38^ | 22 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110054 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110054&exam_held=December%2F2025
22101110054 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 33^ | 17 | 50 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110054 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110054&exam_held=December%2F2025
22101110056 | IV | 101 | 101403 | Engineering Geology | theory | THEORY_100 | 2.00 | F | P | D | 5 | 6 | 2.00 | 39^ | 17 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101110056 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101110056&exam_held=December%2F2025
