reg_no | sem | branch_code | subject_code | subject_name | subject_type | credit | old_shown_grade | new_shown_grade | should_be_grade | shown_gp | corrected_gp | delta_points | new_ese | new_ia | new_total | old_result_url | new_result_url
22102102904 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 36^ | 24 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102102904 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102102904&exam_held=December%2F2025
22102102904 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 37^ | 26 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102102904 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102102904&exam_held=December%2F2025
22102103001 | IV | 102 | 102402 | Engineering Materials | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 37^ | 26 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102103001 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102103001&exam_held=December%2F2025
22102103002 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 41^ | 25 | 66 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102103002 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102103002&exam_held=December%2F2025
22102103003 | IV | 102 | 102402 | Engineering Materials | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 33^ | 25 | 58 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102103003 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102103003&exam_held=December%2F2025
22102103004 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 40^ | 22 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102103004 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102103004&exam_held=December%2F2025
22102103004 | IV | 102 | 102402 | Engineering Materials | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 31^ | 25 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102103004 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102103004&exam_held=December%2F2025
22102106008 | IV | 102 | 102402 | Engineering Materials | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 31^ | 28 | 59 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102106008 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102106008&exam_held=December%2F2025
22102106014 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 28^ | 28 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102106014 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102106014&exam_held=December%2F2025
22102106020 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 39^ | 25 | 64 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102106020 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102106020&exam_held=December%2F2025
22102106020 | IV | 102 | 102401 | Applied Thermodynamics | theory | THEORY_100 | 4.00 | F | C | B | 7 | 8 | 4.00 | 49^ | 26 | 75 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102106020 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102106020&exam_held=December%2F2025
22102106020 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | C | B | 7 | 8 | 3.00 | 54^ | 24 | 78 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102106020 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102106020&exam_held=December%2F2025
22102106020 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 25^ | 26 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102106020 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102106020&exam_held=December%2F2025
22102107008 | IV | 102 | 102401 | Applied Thermodynamics | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 31^ | 19 | 50 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107008 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107008&exam_held=December%2F2025
22102107015 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | F | P | 0 | 5 | 10.00 | 25 | 21 | 46 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107015 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107015&exam_held=December%2F2025
22102107015 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 41^ | 19 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107015 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107015&exam_held=December%2F2025
22102107015 | IV | 102 | 102404 | Instrumentation & Control | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 37^ | 23 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107015 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107015&exam_held=December%2F2025
22102107017 | IV | 102 | 102404 | Instrumentation & Control | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 36^ | 19 | 55 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107017 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107017&exam_held=December%2F2025
22102107020 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 46^ | 19 | 65 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107020 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107020&exam_held=December%2F2025
22102107025 | IV | 102 | 102404 | Instrumentation & Control | theory | THEORY_100 | 4.00 | F | C | B | 7 | 8 | 4.00 | 52^ | 21 | 73 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107025 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107025&exam_held=December%2F2025
22102107028 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 19 | 52 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107028 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107028&exam_held=December%2F2025
22102107033 | IV | 102 | 102401 | Applied Thermodynamics | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 35^ | 15 | 50 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107033&exam_held=December%2F2025
22102107042 | IV | 102 | 102404 | Instrumentation & Control | theory | THEORY_100 | 4.00 | F | C | B | 7 | 8 | 4.00 | 48^ | 26 | 74 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102107042 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102107042&exam_held=December%2F2025
22102108002 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 39^ | 21 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108002 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108002&exam_held=December%2F2025
22102108009 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | C | B | 7 | 8 | 3.00 | 49^ | 21 | 70 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108009 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108009&exam_held=December%2F2025
22102108009 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 43^ | 14 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108009 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108009&exam_held=December%2F2025
22102108019 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 52^ | 12 | 64 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108019 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108019&exam_held=December%2F2025
22102108028 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | B | A | 8 | 9 | 3.00 | 62^ | 20 | 82 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108028 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108028&exam_held=December%2F2025
22102108029 | IV | 102 | 102402 | Engineering Materials | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 37^ | 15 | 52 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108029 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108029&exam_held=December%2F2025
22102108029 | IV | 102 | 102404 | Instrumentation & Control | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 40^ | 16 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108029 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108029&exam_held=December%2F2025
22102108031 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 18 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108031 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108031&exam_held=December%2F2025
22102108031 | IV | 102 | 102404 | Instrumentation & Control | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 44^ | 12 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108031 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108031&exam_held=December%2F2025
22102108033 | IV | 102 | 102404 | Instrumentation & Control | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 31^ | 20 | 51 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108033&exam_held=December%2F2025
22102108033 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 50^ | 9 | 59 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108033&exam_held=December%2F2025
22102108038 | IV | 102 | 102404 | Instrumentation & Control | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 47^ | 22 | 69 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108038 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108038&exam_held=December%2F2025
22102108058 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 44^ | 24 | 68 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108058 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108058&exam_held=December%2F2025
22102109001 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 41^ | 14 | 55 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109001 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109001&exam_held=December%2F2025
22102109004 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 42^ | 22 | 64 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109004 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109004&exam_held=December%2F2025
22102109009 | IV | 102 | 102401 | Applied Thermodynamics | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 39^ | 17 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109009 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109009&exam_held=December%2F2025
22102109016 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | C | B | 7 | 8 | 2.00 | 47^ | 23 | 70 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109016 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109016&exam_held=December%2F2025
22102109021 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 45^ | 24 | 69 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109021 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109021&exam_held=December%2F2025
22102109021 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 49^ | 15 | 64 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109021 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109021&exam_held=December%2F2025
22102109021 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 46^ | 14 | 60 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109021 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109021&exam_held=December%2F2025
22102109024 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 40^ | 23 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109024 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109024&exam_held=December%2F2025
22102109024 | IV | 102 | 102402 | Engineering Materials | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 39^ | 23 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109024 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109024&exam_held=December%2F2025
22102109024 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | C | B | 7 | 8 | 3.00 | 53^ | 22 | 75 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109024 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109024&exam_held=December%2F2025
22102109027 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | C | B | 7 | 8 | 2.00 | 52^ | 18 | 70 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109027 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109027&exam_held=December%2F2025
22102109028 | IV | 102 | 102401 | Applied Thermodynamics | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 40^ | 16 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109028 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109028&exam_held=December%2F2025
22102109029 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | C | B | 7 | 8 | 2.00 | 49^ | 24 | 73 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109029 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109029&exam_held=December%2F2025
22102109031 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | C | B | 7 | 8 | 2.00 | 52^ | 23 | 75 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109031 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109031&exam_held=December%2F2025
22102109033 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 45^ | 22 | 67 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109033&exam_held=December%2F2025
22102109033 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 47^ | 19 | 66 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109033&exam_held=December%2F2025
22102109035 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | D | C | 6 | 7 | 3.00 | 46^ | 16 | 62 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109035 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109035&exam_held=December%2F2025
22102109037 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 39^ | 22 | 61 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109037 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109037&exam_held=December%2F2025
22102109040 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 42^ | 24 | 66 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109040 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109040&exam_held=December%2F2025
22102109042 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 16 | 50 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109042 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109042&exam_held=December%2F2025
22102109045 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | C | B | 7 | 8 | 2.00 | 52^ | 25 | 77 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109045 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109045&exam_held=December%2F2025
22102109045 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | C | B | 7 | 8 | 3.00 | 49^ | 23 | 72 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109045 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109045&exam_held=December%2F2025
22102109046 | IV | 102 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 | practical | PRACTICAL_100_SPECIAL | 2.00 | F | D | C | 6 | 7 | 2.00 | 40^ | 23 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109046 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109046&exam_held=December%2F2025
22102109046 | IV | 102 | 102401 | Applied Thermodynamics | theory | THEORY_100 | 4.00 | F | D | C | 6 | 7 | 4.00 | 48^ | 15 | 63 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109046 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109046&exam_held=December%2F2025
22102109046 | IV | 102 | 102402 | Engineering Materials | theory | THEORY_100 | 4.00 | F | P | D | 5 | 6 | 4.00 | 41^ | 16 | 57 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109046 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109046&exam_held=December%2F2025
22102109046 | IV | 102 | 102403 | Fluid Mechanics | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 42^ | 14 | 56 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109046 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109046&exam_held=December%2F2025
22102109046 | IV | 102 | 102405 | Strength of Materials | theory | THEORY_100 | 3.00 | F | P | D | 5 | 6 | 3.00 | 42^ | 12 | 54 | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102109046 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102109046&exam_held=December%2F2025
